"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP",8.67371130957886e-13,2.19575001801989e-09,0.921426003494898,0.578527555623565,2.30221293790685,149,"BTLA, TSPAN2, NEDD4L, IL6R, FRRS1, SLAMF6, TTC7B, DYM, ST3GAL1, ATP2B1, IL18, RAPGEF4, ADD3, CYRIA, RAP1GAP2, ITGA4, ARHGAP26, ELMO1, IQGAP2, BACH2, LEF1, SCML4, PHF21A, PRKCB, FBXO28, ETS1, SGMS1, CD44, PDLIM1, GPD1L, COBLL1, GAS7, HSD11B1, CNOT6L, DEF6, FOXP1, PRKCQ, SAMD3, CD55, EPS15L1, RIPOR2, CYTH1, RASA3, SELL, NSG2, FBXW7, GPR155, CMAHP, NFATC3, C19orf38, ATP10D, GRAMD4, NCK2, RXRA, DMRTA1, TNFSF8, AGPAT3, ITGAM, VAV3, CD7, SMAD4, BIN2, FRY, NAT10"
"GSE45739_NRAS_KO_VS_WT_UNSTIM_CD4_TCELL_DN",1.02225507500354e-10,3.45045162982861e-08,0.839088935621274,0.535618394711185,2.16586425361888,171,"BCAR3, TRERF1, JAKMIP2, VPS13B, PCCA, FBXO33, LGSN, TFDP2, ZC3H4, ARHGAP15, RXFP2, PLCB1, SIAH1, ADD3, RNF103, FTX, DENND4C, RBPMS, GALC, PAM, PRKD1, SLC23A2, PTPN13, ETS1, SLC25A46, ARRDC3, MAST4, PARN, FUCA1, SENP7, GLIDR, MVB12B, ZBED5-AS1, TPTE, LAMC1, RETREG1, C12orf76, ST8SIA4, ACSS1, RCOR3, SELL, SPIN1, CTDSP2, SH3PXD2A, MTARC2, C14orf132, AFTPH, EBF1, H2AC11, JMY, PDZD2, NEAT1, MDH1B"
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP",1.03045471533188e-08,1.08691504660944e-06,0.747739663149885,0.551348229753401,2.12534771562205,118,"RBMS2, PPARG, TMEM158, ASTN2, ELAPOR2, FBXL17, ARHGAP18, ZNF471, CAMK2D, EN1, TSHZ1, SNTB1, LINC00551, SYNE1, PATJ, RBPMS, MSI2, CHN2, PLCXD3, GABRB3, STAT4, CATSPER3, NRP2, TRABD2A, SEPTIN10, INSM2, IGSF11, DACH1, PATL2, GATA3, ALOX5, SLCO3A1, GAB2, MSR1, KLHL29, PTPN14, LINC01550, SHLD1, KIF3C, RTN2, GNA14, EPAS1, S100A11, PDE9A"
"GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP",1.31837418310865e-09,2.47219573669596e-07,0.788186810800237,0.53068934511184,2.11640197792182,152,"USP37, THRB, ATM, MYO10, TTC7B, NCOR1, ATAD2, ATP2A2, UBE4B, ARAP2, USP24, WRN, SLC9A9, NFAT5, CORO2B, SIPA1L1, TAOK1, RIF1, UTRN, IQGAP2, VPS13C, MAP4K4, ATF7IP, VWA3B, CNOT6L, DEPDC5, KMT2C, SRGAP3, MACF1, FCHSD2, PITPNC1, SUFU, NPEPPS, YEATS2, ERN1, CDC25B, RALGAPA1, OTOS, RFX7, WNK1, ARID1A, KNTC1, TET2, DOCK8, RHOBTB2, SETD2, PRKCA, NUP205, KDM2A, TOX2, ERC1, RALGAPA2, HERC1, TMEM94, KIF15, BAZ2A, GBF1, ATP13A3, NF1, FANCC, SMG1"
"GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP",9.05921422478579e-09,9.97104383045445e-07,0.747739663149885,0.542472615919305,2.10569516186465,124,"RMST, WWOX, MST1L, SHROOM3, H19, ELAVL2, ANK3, ZDHHC15, RAP1GAP2, SNTB1, ZNRF3, CFAP43, ZNF436-AS1, GPRIN3, RERE, ZNF575, MYO5B, APBA2, RAI2, CNTN3, RGS3, FBLN5, CDH4, MAML2, MIB2, ZBED5-AS1, ACVR1B, CD55, LINC00917, SELENON, RAB37, CDH2, MID2, ZNF251, DNMT3A, MAGIX, RUFY3, PDE9A, DTHD1, POU5F2, PTPRU, KLF7, ADGRG7, MCUB, SALL3, CPNE7, EID2B, MAP2K6, WASF3"
"GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN",5.44044279204464e-08,2.78231937940626e-06,0.719512826338911,0.542422700825042,2.09383872610129,117,"NAV3, MEOX1, CASP3, TRERF1, GPR149, KLF5, LRRC4C, TDRD9, CWH43, RBM46, STK4, FAM110C, TRAPPC9, EPS15, ST6GAL1, USP40, NECTIN1, CCDC69, AMZ1, TPTE, GATB, FHAD1, SFXN1, PIP4K2A, KIT, BATF3, UBE2L3, NCKAP5, AGAP1, STAMBP, DPF2, CLIP1, HSD17B4, RNF180, SERINC5, MYO18A, DCTN2"
"GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_DN",4.28304939315791e-09,6.19573687930243e-07,0.761460801445585,0.531622246893798,2.09357964589079,138,"CASP3, C10orf90, KLF9, TAS1R2, PIK3AP1, AP1S3, BRD4, PPM1L, MYH10, IL18, RYR2, CHD1, CFAP43, JARID2, MYB, CST5, TDRD9, VCL, COL26A1, PRNP, SCG5, CATSPER3, GNAQ, WLS, STK32B, DUSP10, RASGEF1B, CCDC86, PLAGL1, CPQ, TUSC1, MAN1C1, FOXP1, GPR176, CADM1, GFI1B, SLC38A2, NFIA, RAPH1, MYO1H, CDH2, KDM2B, EBF3, TBC1D30, AIG1, SGK1, MCOLN3, PRKCA, TAGAP, KLF7, NOTUM, MCUB"
"GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_UP",3.87273449057794e-08,2.43660540939958e-06,0.719512826338911,0.541441605248788,2.08801915458278,119,"GRM3, TLL1, EDIL3, PCCA, RARB, LILRB5, EMCN, GALNT14, WASF1, RNF103, CYRIA, IL21, HDAC4, RIMS1, WLS, ADGRL3, MCF2L2, HNF1B, CRLF2, TCF7L1, TXNDC15, CDK17, CACNG2, GATA3, PFDN1, RAVER2, MYH3, STUM, IFNA2, HHAT, RETREG1, FCGBP, CCDC181, RTN2, COL9A1, SARM1, STK38, NEUROG2, FMO5, ZMYM2, ETV4, GPATCH1, CPB1, DMWD, SLC36A1, CFAP74, HIBCH, AGPAT5"
"GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP",2.3421460787774e-08,1.88249873681701e-06,0.73376198835648,0.521614718361111,2.07037206365641,146,"MST1L, ARL4A, AKAP7, PCF11, TLE4, GSTK1, ADD3, CHD1, RAP1GAP2, KLHL3, NR3C2, ACACB, FAM8A1, TBC1D5, SAMHD1, LEF1, MGAT4A, EYA1, PXDN, PRKCB, TCEAL2, PLCL2, BIN1, USP3, NDRG3, CD48, PRKCQ, PTP4A1, ITGB2, QSER1, KLF2, THSD7A, PITPNC1, RIPOR2, UVRAG, HHAT, SORL1, FYB1, PDE4D, SH3BGRL, NELL2, RALGAPA1, KIF3C, SETD2, ZNF226, SERINC5, CD3D, HHLA1, CIRBP, SLC2A3, FUT8, MSRA, S100A4, ENPP2, SPTBN1, WNT7A, ZNF395, TNIK, NF1, DGKD, CBFA2T2, ARHGEF18, PLCD1, PCBP3, LAIR1, STX8, TSC22D3"
"GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN",3.42030214939903e-09,5.24757266133554e-07,0.774939030136436,0.512548252757227,2.06187226381835,167,"USP25, CDKN1B, APBB2, ARL4A, FBXO33, MTURN, NCOR1, RGCC, BCKDHB, TSHZ1, GNPDA2, GADD45B, ANKH, DENND4C, ACP6, FZD7, MAP7, CGGBP1, MOV10, WLS, SLC44A1, UBAC2, MINDY3, YEATS4, RAB29, IL16, BCL9, FOXP1, EIF5, EMSY, PRKCH, ACVR1B, CSAD, ZFP36L1, UNC50, PCDH15, IGF2R, SLC35F6, SP3, PDCD10, SPIN1, RBM43, NT5C3A, DCTN1, SMG6, OR2S2, CRIM1, MCOLN3, DOCK8, GALNT11, VPS35L, MEF2D, WDR1"
