"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",7.25970378391364e-14,1.59839738964081e-11,0.954541630725724,0.567736167653672,2.34132309906802,180,"CDKN1B, FBXO33, SLAMF6, SLC35G1, UGGT1, STT3B, IL17RA, AFF3, HS3ST3B1, ETV3, SLC9A9, AHCYL2, ELF1, ETNK1, PPP3CA, UTRN, ANKH, FAM8A1, MYO6, CD53, LPAR6, RCN1, UBASH3B, TGIF1, RBM33, CD8B, MAT2B, ORAI2, MAML1, MBD2, NRIP1, CCNI, PPP1R3C, CYTIP, RNF19A, TAB2, IL15RA, CHMP1B, FOXP1, PPP1R12A, SSH2, BTG3, CPE, ATP1A1, HLA-G, PDE2A, PRKACB, GNG2, AKAP13, CD164, VPS54, RIPOR2, JUN, SMAD7, F2RL1, TRIM25, PPM1K, SELL, GNS, ABTB1, CCND2, STX16, UBE2H, SLC25A45, EIF2AK1, DYRK2, GMFG, PRKCA, SLC20A1, IER3, STK38, NXPE3, SLC2A3, GADD45G, S1PR4, ITPKB, KIDINS220, S100A4, RABAC1"
"GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN",5.42269957881108e-13,8.32137899003009e-11,0.921426003494898,0.567206436469499,2.33308426702096,169,"SEMA3D, BTLA, UBE2E2, THRB, DPYD, ABCB4, HS3ST3B1, SOBP, ZNF471, CAMK2D, CNKSR2, UXS1, CALCRL, MMD, SIPA1L1, HS2ST1, JAZF1, SLC38A11, SLC39A8, BRAF, ANKRD50, ARHGAP32, PRCP, NFKB1, TCL1A, UBE2R2, SELPLG, BCL11A, CAAP1, RAD23B, NRIP1, TNRC6C, APP, BMP2K, FOXP1, CD38, ST3GAL1, FAM53B, OGFRL1, BLOC1S4, ENC1, SULT1B1, CPD, BTG1, ADARB1, SLC38A1, NFATC3, PIK3IP1, BACH2, CHML, ATP10D, BEND5, KCNG1, PRICKLE1, SKAP1, CCR7, NCK2, SNRK, BCL6, VAV3, HVCN1, ABCB1, CCNG2, IRF2, NAT10, TAPT1, PECAM1, MEF2C, BTBD3, CTNND1, APOBEC3F, ALOX5AP, AGPAT5, SAV1"
"GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN",7.53358555031061e-12,6.10864861412619e-10,0.875325132024659,0.561946767833175,2.29137713823944,163,"SBF2, BTLA, UBE2E2, KLF9, THRB, GNB4, DPYD, ABCB4, MCTP2, CNKSR2, SIPA1L1, JAZF1, NR3C2, SLC38A11, UTRN, BRAF, TMPO, VPS13C, STX7, SATB1, ARHGAP32, RUNX1, CAAP1, CRY1, NRIP1, FAM169A, TNRC6C, MAML2, PLSCR1, BMP2K, CHMP1B, FOXP1, LYZL2, PHC3, ST3GAL1, NR3C1, PTPRK, TAF3, ZNF616, BRMS1L, GRAP2, BTG1, PUM1, SLC16A7, KDM4C, PIK3IP1, BACH2, ATP10D, BEND5, KCNG1, DYRK2, SKAP1, CCR7, SH2D3A, BCL6, VAV3, SLF1, SP140L, RALGAPA2, ABCB1, MAPK13, CCNG2, MAP3K8, UHRF2, TPCN1, PECAM1, FANCD2, MEF2C, VEZF1, ATP6V0A1, NRF1, AGPAT5, SAV1, USP13, NBEA"
"GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP",1.24696618459421e-11,8.77032883164593e-10,0.875325132024659,0.567657989534088,2.28737386993363,148,"LARGE1, CHODL, EFEMP1, UBE2E2, PPP1R3A, DGKE, AMPH, ALX1, NMBR, PPARGC1A, CSMD1, NFAT5, GADD45B, CMYA5, ADGRG6, CDH8, DHX35, PCDH18, KLHL29, C5orf22, ZNF496, KLRG2, SGPP2, MKRN2, STAT5A, CLCA2, TCEAL1, NAPSA, CDH10, NRG3, PRR16, BMPER, SCN2A, ATP6V0E2, AHSP, TBX20, PRKCZ, ZNF616, BATF3, GPR151, PDCD1LG2, CYTH1, LRFN1, DEPDC1B, TSPAN9, ZMAT2, ST8SIA2, ZFP14, SNX16, GPR83, SLC25A45, ACVR1C, EBF1, SERTM1, GPRC5A, FBXO7, DOCK3, COG1, CD3D, PLPPR4"
"GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN",5.64227784498834e-12,5.10223125125374e-10,0.887074988399873,0.55610293438383,2.28572407575426,168,"SBF2, BTLA, ATP2B1, UBE2E2, DRC1, NEB, PCCB, GNB4, GGACT, MYO10, UBE4B, ETS2, RGCC, CSGALNACT1, AHCYL2, COX6C, ZFAND5, MAF, ANKRD50, XXYLT1, MYO6, MSI2, TMEM64, PRNP, RCN1, TMEM121, SH3BGRL2, MDFIC, PLCL2, TOX, HSD11B1, USP6NL, GPR155, HMGB1, MLLT3, TIAM1, STK24, FOXK1, RPA1, APP, MPZL3, TMCC3, AMPD3, TMEM154, GAS2L3, HSBP1, NDUFA8, DIP2C, RASGRP1, UCP2, GPR83, SUMF2, IZUMO1R, FNBP1L, PRICKLE1, IFT46, UBE2A, MYO18A, AP2S1, METTL14, AMBN, P2RX7, GYPC, ARHGAP29, FRY, LARS2, MBOAT1, CENPM, GNG12, CDON, C1orf198, NME6"
"GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP",1.37937668261586e-11,9.56871715173525e-10,0.875325132024659,0.564434751147382,2.27288274342513,147,"UBE2E2, TSEN2, ZBTB10, IL6R, SNED1, NDFIP1, LMF1, FAM117B, CNKSR2, IL6ST, MYB, NR3C2, SPINK2, LEF1, BDH1, ZNF496, FOXO1, TRABD2A, IRS1, USP6NL, NEXMIF, TAF4B, MAN1C1, MAML2, TMEM220, FOXP1, HAPLN3, LRRN3, CD55, SULT1B1, RETREG1, SELL, BPHL, IGF1R, NELL2, CA6, PIK3IP1, MEST, BEND5, PKIA, EFHC2, PLEKHG4, SCML1, TBXA2R, PRKCA, PDE9A, CCR7, ZNF93, EFHD1, SCML2, KLF7, OVGP1, PCSK5, ACSS2, SPART, ZBTB18, PDK1, TECPR1, OXNAD1, NOG, GP5, RNF157, MICU3, FAM184A, THEM4, CBR3, UBIAD1"
"GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN",2.44812586155521e-11,1.42497808769144e-09,0.863415391606693,0.560831184602223,2.25837179384481,147,"STARD13, NEDD4L, ARL4A, KLF9, MYC, PTGER3, FGF9, NDEL1, CSGALNACT1, HECTD1, TYW5, SMC5, FBXW4, ELMO1, APCS, NFKB1, SH3BGRL2, NSMCE1, CFTR, NRSN1, FBLN5, CLIP2, LY86, FHL2, PDE3A, PAXBP1, NID2, NID1, FFAR2, SMYD2, XPNPEP1, THBS4, ALDH1A3, LZTFL1, LRRC8C, PDCD10, INPP5B, SPRED2, NDUFS4, SMAD3, CKB, CCND2, WNK1, FGD2, KCND2, MMP17, MME, BCR, P2RX7, CHST14, HRC, RPN2, FBXW11, MVP, SH3RF1, NEDD9, CUBN, PIP5KL1, NOCT, SNX18, GNG12, GPR146, P2RX4, CA12, GCNT2, FCGR1A"
"KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN",2.61365402008817e-11,1.47061599530295e-09,0.863415391606693,0.543635753701182,2.24203843496126,176,"SBF2, NEDD4L, IL6R, MYC, PCCB, DUSP6, KLHL7, IFNG, RGCC, GSTK1, BCKDHB, NR2C1, IL6ST, KLF6, MAP4K3, SATB1, PAM, PARP8, TDRP, SIPA1L2, TP53BP1, SRSF7, RERE, ZKSCAN3, GALNT11, TLR6, FOXP1, ANTXR2, GADD45A, RALB, GATA3, ZFP36L1, ZFP36L2, RGS2, AQP9, ZBTB20, JUN, RETREG1, SMAD7, NOTCH1, SELL, CTDSP2, RPGR, POU2F1, CCND2, FBL, PKD1, GBE1, RNF38, CD28, CCR7, TRAF1, FOSB, TNFSF8, OVGP1, CD7, PISD, BAG3, SKI, SLC3A2, RABAC1, RREB1, LARP1, PDK1, DFFA, EIF1, RPS19, IER2, P2RX4, CYFIP2, DUSP1, RGS10"
"GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_UP",3.33450873927881e-11,1.72111749714718e-09,0.851339057116899,0.544906066908559,2.2397021111523,168,"METAP1D, EFEMP1, ARL4A, JKAMP, RNF144A, DUSP15, MTURN, FAM117B, ARHGAP18, RUNX2, RNF103, YWHAZ, RDH10, KMT2E, STK26, SLC35D2, EVI2B, UTRN, ANKH, ZBTB44, UBASH3B, RORA, RPRD1A, APPL2, HMGB1, RECK, OAZ2, CDC42SE2, PTPRK, DAGLB, PDE2A, UBQLN1, RPS6KA5, PXYLP1, ZBTB20, SORL1, THEMIS, SORBS1, DIP2A, PSMB7, AEN, ARHGAP31, C1orf159, CDC25B, ISCA2, UBE2H, C19orf38, ZNF251, RTN4, MCOLN3, CEP78, ATP8B2, GRAMD4, TAGAP, UBE2Q2, OTUD1, RXRA, FGF2, KLRK1, GGA2, TPCN1, CARNMT1, MAN2A1, DGKB, SRSF5, JADE2, SNX13, PTCH1, P2RX4, SDAD1, RB1CC1, FASTKD1, MYH9, ARFIP1, AP1G2"
"GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_UP",6.72291010260442e-10,1.50640782122074e-08,0.801215574617779,0.565704936177967,2.22940950319656,128,"PXK, PTPRG, HAS2, SHROOM3, GNB4, COL5A2, FOXA2, ADH1C, FEZF2, SGCG, TRAF3IP2, GCLC, PLD1, CMTM8, MSLN, IL4I1, SLC27A1, GREM2, NSMCE1, MLF1, RHOC, SLC44A1, ARHGEF28, DKK2, TMPRSS2, RALA, HLA-B, PLSCR1, KIF9, GADD45A, TMEM30B, VWF, TIMP3, CA8, IL18R1, ALDH1A3, BPIFB1, ARL6, IL12A, HSP90AA1, CISD1, CSF2, FOXJ1, PDE9A, CCR7, FAM171A1, RBBP7, INHBB, ST3GAL5, MRPS5, ALOX12B, FERMT2, PTPN1, BTBD3, WNT11, PDS5B, AMOT, FCER2, MYL2, TWSG1"
"GSE6259_BCELL_VS_CD8_TCELL_UP",3.34205494242045e-10,8.63477868796793e-09,0.814035837847908,0.550383588329614,2.21490559366884,145,"PIEZO2, XYLT1, BMPR1A, AGA, CROCC, RNF144A, CD109, ETS2, ADCY6, TACC1, LDLRAD4, FZD7, PRKAG2, STOM, PPP2R5C, SEPHS2, TMEM131L, SIPA1L2, ZSCAN5A, GPR183, GPR45, RHOBTB3, CYP1B1, EIF3H, FUCA1, SLCO4A1, ARL4C, IRF2BPL, LRRC4, CREB5, DAGLB, KIF26A, KIT, SIGLEC15, CA8, CCL2, ZMIZ1, ADCY9, RHOU, MN1, CUL1, CYP1A1, ANKRD13C, PKIA, KAT2B, SSH1, CCR7, FAM171A1, DNAL4, BAG3, HS6ST1, GPR68, MMP14, TNS1, WASF3, KIF5C, HJURP, ZNF395, PWP1, DAXX, SLC7A11, ZXDB, GPR146, MEF2A, PTCH1, RGS10"
"GSE39556_CD8A_DC_VS_NK_CELL_DN",1.66236838960454e-10,5.41220919011361e-09,0.826657301178302,0.544441090629987,2.21433077680503,158,"ATP2B1, APBB2, SETBP1, TJP1, XYLT1, VPS13B, HABP4, ABCB4, TFDP2, TTN, FIG4, MPPED1, CBLB, WASF1, FST, PEX2, TACC1, MTCL1, BLCAP, STX7, CTDP1, GNAZ, RHOH, TRIB2, PRKCB, S1PR1, PLCL2, ZEB2, GAS7, IRS1, ROR1, PLAGL1, CCDC69, GATAD1, CD38, RNGTT, PTPN2, CD180, FCHSD2, SERPINB8, CD55, RGS2, TGFBR2, GPM6A, RIPOR2, UVRAG, CYTH1, PPP1R26, BTG1, SMAD7, ADARB1, RASGRP1, PSD4"
"GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN",8.76779709443635e-09,1.01139235731721e-07,0.747739663149885,0.579814269412602,2.20906561476357,102,"GRIK4, PTPRG, AMPH, ID4, ETV3, KY, CNTF, TBX2, KCNA4, FOXG1, NRXN3, DBH, NUP98, SFRP1, FRMD1, GPR183, AGO2, LMNA, AMZ1, CNN1, CREB5, PHOX2B, POLN, LRP12, PROP1, RARB, JUN, ZMIZ1, AQP2, MYO1H, DUSP4, ICAM1, MID2, NRG1, UBTD2, ACACB, SLC2A3, RASSF5, TULP1, SYNM, ZNF395, PRMT8, ANO8, PLEKHF1, PTGDR2"
